"county","state","puma12","stab","cntyname","PUMAname","intptlon","intptlat","pop14","afact","AFACT2"
"02198","02","00400","AK","Prince of Wales-Hyder Census Area","Subsistence Alaska",-132.56354,55.448164,6396,1,0.056666 
"02220","02","00400","AK","Sitka Borough AK","Subsistence Alaska",-135.337187,57.062747,8900,1,0.078851 
"02230","02","00300","AK","Skagway Municipality","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-135.311502,59.464537,1036,1,0.006185 
"02240","02","00300","AK","Southeast Fairbanks Census Area AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-144.699458,63.856186,6931,1,0.041381 
"02261","02","00300","AK","Valdez-Cordova Census Area AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-145.874188,61.261491,9488,1,0.056647 
"02270","02","00400","AK","Wade Hampton Census Area AK (D)","Subsistence Alaska",-164.308552,62.089902,8010,1,0.070966 
"02275","02","00400","AK","Wrangell City and Borough","Subsistence Alaska",-132.311197,56.385822,2364,1,0.020944 
"02282","02","00400","AK","Yakutat Borough","Subsistence Alaska",-139.724881,59.547975,635,1,0.005626 
"02290","02","00400","AK","Yukon-Koyukuk Census Area AK","Subsistence Alaska",-152.360914,65.010263,5547,1,0.049145 
"04001","04","00300","AZ","Apache AZ","Navajo & Apache Counties",-109.415078,35.577688,71828,1,0.399202 
"04003","04","00900","AZ","Cochise AZ","Cochise & Santa Cruz Counties--Sierra Vista City",-110.063145,31.607358,127448,1,0.731858 
"04005","04","00400","AZ","Coconino AZ","Coconino County--Flagstaff City",-111.58947,35.514426,137682,1,1 
"04007","04","00800","AZ","Gila AZ","Gila, Graham, Greenlee & Pinal (East) Counties",-111.008927,33.82356,53119,1,0.474117 
"04009","04","00800","AZ","Graham AZ","Gila, Graham, Greenlee & Pinal (East) Counties",-109.812486,32.86733,37957,1,0.338788 
"04011","04","00800","AZ","Greenlee AZ","Gila, Graham, Greenlee & Pinal (East) Counties",-109.248825,32.970403,9346,1,0.083418 
"04012","04","00600","AZ","La Paz AZ","Mohave & La Paz Counties--Lake Havasu City",-114.172246,33.908362,20231,1,0.090482 
"04013","04","00100","AZ","Maricopa AZ","Maricopa County--Gilbert (South) & Queen Creek Towns",-111.70274,33.26779,119156.65044,0.029154,1 
"04013","04","00101","AZ","Maricopa AZ","Maricopa County--Mesa City (East)",-111.635432,33.399302,156655.50521,0.038328,1 
"04013","04","00102","AZ","Maricopa AZ","Maricopa County--Mesa City (North Central)",-111.776498,33.442226,140389.69033,0.034349,1 
"04013","04","00103","AZ","Maricopa AZ","Maricopa County--Mesa City (West)",-111.850697,33.394933,113597.29879,0.027793,1 
"04013","04","00104","AZ","Maricopa AZ","Maricopa County--Mesa City (South Central)",-111.755841,33.403127,107320.54237,0.026258,1 
"04013","04","00105","AZ","Maricopa AZ","Maricopa County--Gilbert Town (North)",-111.764327,33.348099,144893.27912,0.035451,1 
"04013","04","00106","AZ","Maricopa AZ","Maricopa County--Chandler City (Northeast)",-111.847492,33.318405,122104.43455,0.029875,1 
"04013","04","00107","AZ","Maricopa AZ","Maricopa County--Chandler City (South)",-111.832715,33.242317,107535.76381,0.02631,1 
"04013","04","00108","AZ","Maricopa AZ","Maricopa County--Tempe (South) & Chandler (Northwest) Cities",-111.930728,33.341421,108197.48941,0.026472,1 
"04013","04","00109","AZ","Maricopa AZ","Maricopa County--Tempe City (North)",-111.925886,33.409346,109377.45965,0.026761,1 
"04013","04","00110","AZ","Maricopa AZ","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town",-111.919272,33.516612,125233.17598,0.03064,1 
"04013","04","00111","AZ","Maricopa AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",-111.817573,33.611869,112297.40417,0.027475,1 
"04013","04","00112","AZ","Maricopa AZ","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",-111.948249,33.733791,112940.92696,0.027633,1 
"04013","04","00113","AZ","Maricopa AZ","Phoenix City (Northeast)",-111.980931,33.613249,109419.21903,0.026771,1 
"04013","04","00114","AZ","Maricopa AZ","Phoenix City (Northeast Central)",-112.036004,33.617976,110971.81146,0.027151,1 
"04013","04","00115","AZ","Maricopa AZ","Phoenix City (Northwest Central)",-112.087736,33.624182,108956.65357,0.026658,1 
"04013","04","00116","AZ","Maricopa AZ","Phoenix City (Uptown)",-112.086609,33.526408,107302.33957,0.026253,1 
"04013","04","00117","AZ","Maricopa AZ","Phoenix City (East)",-112.004992,33.487975,107550.75435,0.026314,1 
"04013","04","00118","AZ","Maricopa AZ","Phoenix City--Downtown & Sky Harbor International Airport",-112.053471,33.462453,116405.88496,0.028481,1 
"04013","04","00119","AZ","Maricopa AZ","Phoenix City (South)",-112.065998,33.396292,112979.47408,0.027642,1 
"04013","04","00120","AZ","Maricopa AZ","Phoenix City--Ahwatukee & South Mountain",-112.024182,33.327239,107270.21696,0.026245,1 
"04013","04","00121","AZ","Maricopa AZ","Phoenix (Southwest) & Tolleson Cities",-112.192662,33.418433,132500.37929,0.032418,1 
"04013","04","00122","AZ","Maricopa AZ","Phoenix City--Maryvale (East)",-112.152362,33.48779,111708.4898,0.027331,1 
"04013","04","00123","AZ","Maricopa AZ","Phoenix City--Maryvale (West)",-112.223269,33.486853,116073.95141,0.028399,1 
"04013","04","00124","AZ","Maricopa AZ","Maricopa County--Glendale City (South)",-112.199714,33.530402,107468.30634,0.026294,1 
"04013","04","00125","AZ","Maricopa AZ","Phoenix City (West)",-112.135986,33.564201,109144.03541,0.026704,1 
"04013","04","00126","AZ","Maricopa AZ","Maricopa County--Glendale City (North)",-112.189297,33.617589,130461.66482,0.03192,1 
"04013","04","00127","AZ","Maricopa AZ","Maricopa County--Peoria City (South & Central)",-112.240527,33.6072,121473.76079,0.029721,1 
"04013","04","00128","AZ","Maricopa AZ","Phoenix City (North)",-112.146503,33.670265,110357.19901,0.027001,1 
"04013","04","00129","AZ","Maricopa AZ","Phoenix (Far North) & Peoria (Northwest) Cities",-112.159217,33.768207,113304.98312,0.027722,1 
"04013","04","00130","AZ","Maricopa AZ","Maricopa County--El Mirage City & Sun City",-112.314459,33.625243,124445.10147,0.030448,1 
"04013","04","00131","AZ","Maricopa AZ","Maricopa County--Surprise City (Central)",-112.398609,33.626101,110865.80688,0.027125,1 
"04013","04","00132","AZ","Maricopa AZ","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",-112.402662,33.47044,109828.24683,0.026871,1 
"04013","04","00133","AZ","Maricopa AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",-112.314479,33.46476,111346.57515,0.027243,1 
"04013","04","00134","AZ","Maricopa AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",-112.567824,33.52037,117656.52493,0.028787,1 
"04015","04","00600","AZ","Mohave AZ","Mohave & La Paz Counties--Lake Havasu City",-114.248147,35.069679,203361,1,0.909518 
"04017","04","00300","AZ","Navajo AZ","Navajo & Apache Counties",-110.212326,34.893626,108101,1,0.600798 
"04019","04","00201","AZ","Pima AZ","Pima County (West)",-111.205499,32.107947,103675.12877,0.103209,1 
"04019","04","00202","AZ","Pima AZ","Tucson (West) & Marana Cities",-111.084156,32.294754,118174.1937,0.117643,1 
"04019","04","00203","AZ","Pima AZ","Pima County (North Central)--Oro Valley Town",-111.005546,32.385733,112170.23431,0.111666,1 
"04019","04","00204","AZ","Pima AZ","Pima County (Northeast)",-110.866192,32.289641,107017.83495,0.106537,1 
"04019","04","00205","AZ","Pima AZ","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",-110.856268,32.025899,125310.49225,0.124747,1 
"04019","04","00206","AZ","Pima AZ","Tucson City (Northeast)",-110.869139,32.242821,104686.54845,0.104216,1 
"04019","04","00207","AZ","Pima AZ","Tucson City (Northwest)",-110.965948,32.261184,104448.80847,0.103979,1 
"04019","04","00208","AZ","Pima AZ","Tucson City (South)",-110.955333,32.162478,110736.6212,0.110239,1 
"04019","04","00209","AZ","Pima AZ","Tucson City (Southeast)",-110.852202,32.198317,118296.13791,0.117764,1 
"04021","04","00800","AZ","Pinal AZ","Gila, Graham, Greenlee & Pinal (East) Counties",-110.823729,32.914133,11615.694388,0.028901,0.103677 
"04021","04","00803","AZ","Pinal AZ","Pinal County (North)--Apache Junction City",-111.534314,33.296039,132106.59716,0.32869,1 
"04021","04","00805","AZ","Pinal AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",-111.424528,32.951904,122087.79336,0.303763,1 
"04021","04","00807","AZ","Pinal AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",-111.853415,32.940703,136107.91509,0.338646,1 
"04023","04","00900","AZ","Santa Cruz AZ","Cochise & Santa Cruz Counties--Sierra Vista City",-110.94318,31.434734,46695,1,0.268142 
"04025","04","00500","AZ","Yavapai AZ","Yavapai County",-112.267662,34.629015,218844,1,1 
"04027","04","00700","AZ","Yuma AZ","Yuma County--Yuma City",-114.598603,32.650041,203247,1,1 
"05001","05","01700","AR","Arkansas AR","Jefferson, Grant & Arkansas (Northwest) Counties",-91.55331,34.482339,11185.338556,0.601556,0.110063 
"05001","05","01800","AR","Arkansas AR","Southeast Arkansas",-91.322649,34.28903,7408.661444,0.398443,0.071244 
"05003","05","01800","AR","Ashley AR","Southeast Arkansas",-91.871324,33.179374,20948,1,0.201443 
"05005","05","00300","AR","Baxter AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-92.383941,36.332209,40857,1,0.265759 
"05007","05","00100","AR","Benton AR","Benton County",-94.230498,36.337348,242321,1,1 
"05009","05","00300","AR","Boone AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-93.099344,36.267872,37196,1,0.241946 
"05011","05","01800","AR","Bradley AR","Southeast Arkansas",-92.103282,33.569321,11148,1,0.107203 
"05013","05","01900","AR","Calhoun AR","South Central Arkansas",-92.495541,33.591116,5202,1,0.051028 
"05015","05","00300","AR","Carroll AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-93.570879,36.37307,27744,1,0.180464 
"05017","05","01800","AR","Chicot AR","Southeast Arkansas",-91.318476,33.32186,11180,1,0.107511 
"05019","05","01600","AR","Clark AR","Garland, Hot Spring, Clark & Montgomery Counties",-93.124888,34.094705,22576,1,0.139059 
"05021","05","00500","AR","Clay AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-90.372462,36.370696,15118,1,0.081495 
"05023","05","00400","AR","Cleburne AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-92.037459,35.510233,25634,1,0.190651 
"05025","05","01800","AR","Cleveland AR","Southeast Arkansas",-92.139142,33.91499,8449,1,0.081248 
"05027","05","01900","AR","Columbia AR","South Central Arkansas",-93.247441,33.258046,23933,1,0.234764 
"05029","05","01300","AR","Conway AR","Pope, Johnson, Yell, Conway & Perry Counties",-92.704123,35.214487,21083,1,0.147966 
"05031","05","00500","AR","Craighead AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-90.695396,35.839174,92193.172548,0.899287,0.496979 
"05031","05","00600","AR","Craighead AR","Crittenden, Mississippi & Craighead (East) Counties",-90.436542,35.800066,10324.827452,0.100712,0.099174 
"05033","05","01400","AR","Crawford AR","Sebastian & Crawford Counties",-94.284337,35.496882,61697,1,0.327352 
"05035","05","00600","AR","Crittenden AR","Crittenden, Mississippi & Craighead (East) Counties",-90.217283,35.17736,49548,1,0.475929 
"05037","05","00700","AR","Cross AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-90.775305,35.252833,17227,1,0.162912 
"05039","05","01900","AR","Dallas AR","South Central Arkansas",-92.527222,33.869214,7755,1,0.07607 
"05041","05","01800","AR","Desha AR","Southeast Arkansas",-91.417539,33.773839,12264,1,0.117935 
"05043","05","01800","AR","Drew AR","Southeast Arkansas",-91.78177,33.6274,18622,1,0.179075 
"05045","05","01100","AR","Faulkner AR","Faulkner & Lonoke Counties",-92.405343,35.104919,120768,1,0.627937 
"05047","05","01500","AR","Franklin AR","Logan, Polk, Franklin, Sevier, Howard & Scott Counties",-93.885399,35.446103,17805,1,0.175234 
"05049","05","00400","AR","Fulton AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-91.764909,36.376788,12125,1,0.090179 
"05051","05","01600","AR","Garland AR","Garland, Hot Spring, Clark & Montgomery Counties",-93.081833,34.505811,97322,1,0.599465 
"05053","05","01700","AR","Grant AR","Jefferson, Grant & Arkansas (Northwest) Counties",-92.412708,34.309174,18144,1,0.178536 
"05055","05","00500","AR","Greene AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-90.523,36.07312,43694,1,0.235538 
"05057","05","02000","AR","Hempstead AR","Southwest Arkansas",-93.62362,33.699647,22327,1,0.212345 
"05059","05","01600","AR","Hot Spring AR","Garland, Hot Spring, Clark & Montgomery Counties",-92.894555,34.353464,33368,1,0.205534 
"05061","05","01500","AR","Howard AR","Logan, Polk, Franklin, Sevier, Howard & Scott Counties",-93.910243,33.983199,13500,1,0.132865 
"05063","05","00400","AR","Independence AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-91.607538,35.749802,36959,1,0.27488 
"05065","05","00400","AR","Izard AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-91.908434,36.120218,13486,1,0.100301 
"05067","05","00800","AR","Jackson AR","White, Jackson, Prairie & Woodruff Counties",-91.24617,35.621102,17534,1,0.157482 
"05069","05","01700","AR","Jefferson AR","Jefferson, Grant & Arkansas (Northwest) Counties",-92.041187,34.233474,72297,1,0.7114 
"05071","05","01300","AR","Johnson AR","Pope, Johnson, Yell, Conway & Perry Counties",-93.475531,35.475272,26005,1,0.18251 
"05073","05","02000","AR","Lafayette AR","Southwest Arkansas",-93.557477,33.28763,7111,1,0.06763 
"05075","05","00500","AR","Lawrence AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-91.065751,36.070225,16931,1,0.091269 
"05077","05","00700","AR","Lee AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-90.774494,34.785214,9860,1,0.093244 
"05079","05","01800","AR","Lincoln AR","Southeast Arkansas",-91.74617,33.97538,13970,1,0.13434 
"05081","05","02000","AR","Little River AR","Southwest Arkansas",-94.196052,33.700518,12532,1,0.119188 
