"county","state","puma12","stab","cntyname","PUMAname","intptlon","intptlat","pop10","afact","AFACT2"
"01073","01","01305","AL","Jefferson AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",-86.985246,33.413457,110717,0.168144,1 
"01057","01","01400","AL","Fayette AL","Walker, Marion (South & West), Fayette & Lamar Counties",-87.770364,33.726422,17241,1,0.14161 
"01075","01","01400","AL","Lamar AL","Walker, Marion (South & West), Fayette & Lamar Counties",-88.109666,33.76277,14564,1,0.119622 
"01093","01","01400","AL","Marion AL","Walker, Marion (South & West), Fayette & Lamar Counties",-87.916845,34.066401,22922,0.744801,0.188271 
"01127","01","01400","AL","Walker AL","Walker, Marion (South & West), Fayette & Lamar Counties",-87.253978,33.834859,67023,1,0.550497 
"01107","01","01500","AL","Pickens AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",-88.066411,33.292973,19746,1,0.190281 
"01125","01","01500","AL","Tuscaloosa AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",-87.504662,33.231231,84027,0.431669,0.809719 
"01125","01","01600","AL","Tuscaloosa AL","Tuscaloosa & Northport (Southeast) Cities",-87.532057,33.201183,110629,0.568331,1 
"01007","01","01700","AL","Bibb AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",-87.127656,33.030921,22915,1,0.167359 
"01047","01","01700","AL","Dallas AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",-87.034938,32.408815,43820,1,0.320039 
"01063","01","01700","AL","Greene AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",-87.924012,32.830505,9045,1,0.06606 
"01065","01","01700","AL","Hale AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",-87.62609,32.775805,15760,1,0.115103 
"01091","01","01700","AL","Marengo AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",-87.800664,32.340479,21027,1,0.15357 
"01105","01","01700","AL","Perry AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",-87.369124,32.581066,10591,1,0.077351 
"01119","01","01700","AL","Sumter AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",-88.232624,32.57442,13763,1,0.100518 
"01017","01","01800","AL","Chambers AL","Chilton, Tallapoosa, Chambers & Coosa Counties",-85.266519,32.86044,34215,1,0.261157 
"01021","01","01800","AL","Chilton AL","Chilton, Tallapoosa, Chambers & Coosa Counties",-86.687443,32.877547,43643,1,0.333119 
"01037","01","01800","AL","Coosa AL","Chilton, Tallapoosa, Chambers & Coosa Counties",-86.155045,32.975933,11539,1,0.088075 
"01123","01","01800","AL","Tallapoosa AL","Chilton, Tallapoosa, Chambers & Coosa Counties",-85.864547,32.853061,41616,1,0.317648 
"01081","01","01900","AL","Lee AL","Lee County--Auburn City",-85.345889,32.588093,140247,1,1 
"01101","01","02000","AL","Montgomery AL","Montgomery City & Pike Road Town (North)",-86.248351,32.352517,196534,0.856869,1 
"01001","01","02100","AL","Autauga AL","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",-86.494186,32.500389,54571,1,0.306575 
"01051","01","02100","AL","Elmore AL","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",-86.225623,32.559653,79303,1,0.445517 
"01085","01","02100","AL","Lowndes AL","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",-86.618708,32.162415,11299,1,0.063477 
"01101","01","02100","AL","Montgomery AL","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",-86.216551,32.30821,32829,0.143131,0.18443 
"01023","01","02200","AL","Choctaw AL","Southwest Alabama",-88.264101,32.016563,13859,1,0.096539 
"01025","01","02200","AL","Clarke AL","Southwest Alabama",-87.81563,31.685685,25833,1,0.179948 
"01035","01","02200","AL","Conecuh AL","Southwest Alabama",-86.996469,31.418674,13228,1,0.092144 
"01053","01","02200","AL","Escambia AL","Southwest Alabama",-87.282004,31.088737,38319,1,0.266923 
"01099","01","02200","AL","Monroe AL","Southwest Alabama",-87.360832,31.505611,23068,1,0.160688 
"01129","01","02200","AL","Washington AL","Southwest Alabama",-88.186207,31.410368,17581,1,0.122466 
"01131","01","02200","AL","Wilcox AL","Southwest Alabama",-87.380424,31.999753,11670,1,0.081291 
"01013","01","02300","AL","Butler AL","Coffee, Covington, Butler & Crenshaw Counties",-86.653511,31.773539,20947,1,0.170904 
"01031","01","02300","AL","Coffee AL","Coffee, Covington, Butler & Crenshaw Counties",-85.904739,31.354433,49948,1,0.407519 
"01039","01","02300","AL","Covington AL","Coffee, Covington, Butler & Crenshaw Counties",-86.410991,31.282449,37765,1,0.30812 
"01041","01","02300","AL","Crenshaw AL","Coffee, Covington, Butler & Crenshaw Counties",-86.297107,31.743487,13906,1,0.113457 
"01005","01","02400","AL","Barbour AL","Russell, Pike, Barbour, Macon & Bullock Counties",-85.309929,31.844037,27457,1,0.188489 
"01011","01","02400","AL","Bullock AL","Russell, Pike, Barbour, Macon & Bullock Counties",-85.701197,32.116327,10914,1,0.074923 
"01087","01","02400","AL","Macon AL","Russell, Pike, Barbour, Macon & Bullock Counties",-85.714998,32.425739,21452,1,0.147265 
"01109","01","02400","AL","Pike AL","Russell, Pike, Barbour, Macon & Bullock Counties",-85.948661,31.787277,32899,1,0.225848 
"01113","01","02400","AL","Russell AL","Russell, Pike, Barbour, Macon & Bullock Counties",-85.062812,32.421972,52947,1,0.363475 
"01045","01","02500","AL","Dale AL","Houston, Dale, Geneva & Henry Counties--Dothan City",-85.64126,31.383346,50251,1,0.256526 
"01061","01","02500","AL","Geneva AL","Houston, Dale, Geneva & Henry Counties--Dothan City",-85.788837,31.094261,26790,1,0.13676 
"01067","01","02500","AL","Henry AL","Houston, Dale, Geneva & Henry Counties--Dothan City",-85.268773,31.478594,17302,1,0.088325 
"01069","01","02500","AL","Houston AL","Houston, Dale, Geneva & Henry Counties--Dothan City",-85.391235,31.20455,101547,1,0.518388 
"01003","01","02600","AL","Baldwin AL","Baldwin County",-87.762466,30.548923,182265,1,1 
"01097","01","02701","AL","Mobile AL","Mobile City (East)",-88.086118,30.687379,110765,0.268201,1 
"01097","01","02702","AL","Mobile AL","Mobile City (West)",-88.167659,30.680423,107285,0.259775,1 
"01097","01","02703","AL","Mobile AL","Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",-88.220258,30.684036,194942,0.472023,1 
"02020","02","00101","AK","Anchorage Borough AK","Anchorage Municipality (North)",-149.726616,61.248157,132542,0.454181,1 
"02020","02","00102","AK","Anchorage Borough AK","Anchorage Municipality (South)",-149.848269,61.145696,159284,0.545818,1 
"02122","02","00200","AK","Kenai Peninsula Borough AK","Matanuska-Susitna & Kenai Peninsula Boroughs",-151.06323,60.292593,55400,1,0.38367 
"02170","02","00200","AK","Matanuska-Susitna Borough AK","Matanuska-Susitna & Kenai Peninsula Boroughs",-149.422185,61.611281,88995,1,0.61633 
"02068","02","00300","AK","Denali Borough AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-149.034088,63.882846,1826,1,0.011114 
"02090","02","00300","AK","Fairbanks North Star Borough AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-147.624384,64.831553,97581,1,0.593919 
"02100","02","00300","AK","Haines Borough AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-135.560523,59.264126,2508,1,0.015265 
"02110","02","00300","AK","Juneau Borough AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-134.530698,58.358517,31275,1,0.190353 
"02130","02","00300","AK","Ketchikan Gateway Borough AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-131.678606,55.367859,13477,1,0.082027 
"02230","02","00300","AK","Skagway Municipality","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-135.311502,59.464537,968,1,0.005892 
"02240","02","00300","AK","Southeast Fairbanks Census Area AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-144.699458,63.856186,7029,1,0.042781 
"02261","02","00300","AK","Valdez-Cordova Census Area AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",-145.874188,61.261491,9636,1,0.058649 
"02013","02","00400","AK","Aleutians East Borough AK","Subsistence Alaska",-162.874239,54.860151,3141,1,0.02863 
"02016","02","00400","AK","Aleutians West Census Area AK","Subsistence Alaska",-155.382293,54.023572,5561,1,0.050688 
"02050","02","00400","AK","Bethel Census Area AK","Subsistence Alaska",-162.139214,60.679947,17013,1,0.155072 
"02060","02","00400","AK","Bristol Bay Borough AK","Subsistence Alaska",-156.834067,58.735464,997,1,0.009088 
"02070","02","00400","AK","Dillingham Census Area AK","Subsistence Alaska",-158.715222,59.136257,4847,1,0.04418 
"02105","02","00400","AK","Hoonah-Angoon Census Area","Subsistence Alaska",-135.388805,58.078283,2150,1,0.019597 
"02150","02","00400","AK","Kodiak Island Borough AK","Subsistence Alaska",-152.460309,57.779138,13592,1,0.12389 
"02164","02","00400","AK","Lake and Peninsula Borough AK","Subsistence Alaska",-156.294924,58.557351,1631,1,0.014866 
"02180","02","00400","AK","Nome Census Area AK","Subsistence Alaska",-165.297887,64.457027,9492,1,0.086519 
"02185","02","00400","AK","North Slope Borough AK","Subsistence Alaska",-154.842509,70.52278,9430,1,0.085954 
"02188","02","00400","AK","Northwest Arctic Borough AK","Subsistence Alaska",-161.649939,66.943735,7523,1,0.068572 
"02195","02","00400","AK","Petersburg Census Area","Subsistence Alaska",-133.11533,56.812713,3815,1,0.034773 
"02198","02","00400","AK","Prince of Wales-Hyder Census Area","Subsistence Alaska",-132.56354,55.448164,5559,1,0.05067 
"02220","02","00400","AK","Sitka Borough AK","Subsistence Alaska",-135.337187,57.062747,8881,1,0.08095 
"02270","02","00400","AK","Wade Hampton Census Area AK","Subsistence Alaska",-164.308552,62.089902,7459,1,0.067988 
"02275","02","00400","AK","Wrangell City and Borough","Subsistence Alaska",-132.311197,56.385822,2369,1,0.021593 
"02282","02","00400","AK","Yakutat Borough","Subsistence Alaska",-139.724881,59.547975,662,1,0.006034 
"02290","02","00400","AK","Yukon-Koyukuk Census Area AK","Subsistence Alaska",-152.360914,65.010263,5588,1,0.050934 
"04013","04","00100","AZ","Maricopa AZ","Maricopa County--Gilbert (South) & Queen Creek Towns",-111.70274,33.26779,111283,0.029154,1 
"04013","04","00101","AZ","Maricopa AZ","Maricopa County--Mesa City (East)",-111.635432,33.399302,146304,0.038328,1 
"04013","04","00102","AZ","Maricopa AZ","Maricopa County--Mesa City (North Central)",-111.776498,33.442226,131113,0.034349,1 
"04013","04","00103","AZ","Maricopa AZ","Maricopa County--Mesa City (West)",-111.850697,33.394933,106091,0.027793,1 
"04013","04","00104","AZ","Maricopa AZ","Maricopa County--Mesa City (South Central)",-111.755841,33.403127,100229,0.026258,1 
"04013","04","00105","AZ","Maricopa AZ","Maricopa County--Gilbert Town (North)",-111.764327,33.348099,135319,0.035451,1 
"04013","04","00106","AZ","Maricopa AZ","Maricopa County--Chandler City (Northeast)",-111.847492,33.318405,114036,0.029875,1 
"04013","04","00107","AZ","Maricopa AZ","Maricopa County--Chandler City (South)",-111.832715,33.242317,100430,0.02631,1 
"04013","04","00108","AZ","Maricopa AZ","Maricopa County--Tempe (South) & Chandler (Northwest) Cities",-111.930728,33.341421,101048,0.026472,1 
"04013","04","00109","AZ","Maricopa AZ","Maricopa County--Tempe City (North)",-111.925886,33.409346,102150,0.026761,1 
"04013","04","00110","AZ","Maricopa AZ","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town",-111.919272,33.516612,116958,0.03064,1 
"04013","04","00111","AZ","Maricopa AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",-111.817573,33.611869,104877,0.027475,1 
"04013","04","00112","AZ","Maricopa AZ","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",-111.948249,33.733791,105478,0.027633,1 
"04013","04","00113","AZ","Maricopa AZ","Phoenix City (Northeast)",-111.980931,33.613249,102189,0.026771,1 
"04013","04","00114","AZ","Maricopa AZ","Phoenix City (Northeast Central)",-112.036004,33.617976,103639,0.027151,1 
"04013","04","00115","AZ","Maricopa AZ","Phoenix City (Northwest Central)",-112.087736,33.624182,101757,0.026658,1 
"04013","04","00116","AZ","Maricopa AZ","Phoenix City (Uptown)",-112.086609,33.526408,100212,0.026253,1 
"04013","04","00117","AZ","Maricopa AZ","Phoenix City (East)",-112.004992,33.487975,100444,0.026314,1 
"04013","04","00118","AZ","Maricopa AZ","Phoenix City--Downtown & Sky Harbor International Airport",-112.053471,33.462453,108714,0.028481,1 
"04013","04","00119","AZ","Maricopa AZ","Phoenix City (South)",-112.065998,33.396292,105514,0.027642,1 
"04013","04","00120","AZ","Maricopa AZ","Phoenix City--Ahwatukee & South Mountain",-112.024182,33.327239,100182,0.026245,1 
"04013","04","00121","AZ","Maricopa AZ","Phoenix (Southwest) & Tolleson Cities",-112.192662,33.418433,123745,0.032418,1 
"04013","04","00122","AZ","Maricopa AZ","Phoenix City--Maryvale (East)",-112.152362,33.48779,104327,0.027331,1 
"04013","04","00123","AZ","Maricopa AZ","Phoenix City--Maryvale (West)",-112.223269,33.486853,108404,0.028399,1 
"04013","04","00124","AZ","Maricopa AZ","Maricopa County--Glendale City (South)",-112.199714,33.530402,100367,0.026294,1 
"04013","04","00125","AZ","Maricopa AZ","Phoenix City (West)",-112.135986,33.564201,101932,0.026704,1 
"04013","04","00126","AZ","Maricopa AZ","Maricopa County--Glendale City (North)",-112.189297,33.617589,121841,0.03192,1 
"04013","04","00127","AZ","Maricopa AZ","Maricopa County--Peoria City (South & Central)",-112.240527,33.6072,113447,0.029721,1 
"04013","04","00128","AZ","Maricopa AZ","Phoenix City (North)",-112.146503,33.670265,103065,0.027001,1 
"04013","04","00129","AZ","Maricopa AZ","Phoenix (Far North) & Peoria (Northwest) Cities",-112.159217,33.768207,105818,0.027722,1 
"04013","04","00130","AZ","Maricopa AZ","Maricopa County--El Mirage City & Sun City",-112.314459,33.625243,116222,0.030448,1 
"04013","04","00131","AZ","Maricopa AZ","Maricopa County--Surprise City (Central)",-112.398609,33.626101,103540,0.027125,1 
"04013","04","00132","AZ","Maricopa AZ","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",-112.402662,33.47044,102571,0.026871,1 
"04013","04","00133","AZ","Maricopa AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",-112.314479,33.46476,103989,0.027243,1 
"04013","04","00134","AZ","Maricopa AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",-112.567824,33.52037,109882,0.028787,1 
"04019","04","00201","AZ","Pima AZ","Pima County (West)",-111.205499,32.107947,101172,0.103209,1 
"04019","04","00202","AZ","Pima AZ","Tucson (West) & Marana Cities",-111.084156,32.294754,115321,0.117643,1 
"04019","04","00203","AZ","Pima AZ","Pima County (North Central)--Oro Valley Town",-111.005546,32.385733,109462,0.111666,1 
"04019","04","00204","AZ","Pima AZ","Pima County (Northeast)",-110.866192,32.289641,104434,0.106537,1 
"04019","04","00205","AZ","Pima AZ","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",-110.856268,32.025899,122285,0.124747,1 
"04019","04","00206","AZ","Pima AZ","Tucson City (Northeast)",-110.869139,32.242821,102159,0.104216,1 
"04019","04","00207","AZ","Pima AZ","Tucson City (Northwest)",-110.965948,32.261184,101927,0.103979,1 
"04019","04","00208","AZ","Pima AZ","Tucson City (South)",-110.955333,32.162478,108063,0.110239,1 
"04019","04","00209","AZ","Pima AZ","Tucson City (Southeast)",-110.852202,32.198317,115440,0.117764,1 
"04001","04","00300","AZ","Apache AZ","Navajo & Apache Counties",-109.415078,35.577688,71518,1,0.399616 
"04017","04","00300","AZ","Navajo AZ","Navajo & Apache Counties",-110.212326,34.893626,107449,1,0.600384 
"04005","04","00400","AZ","Coconino AZ","Coconino County--Flagstaff City",-111.58947,35.514426,134421,1,1 
"04025","04","00500","AZ","Yavapai AZ","Yavapai County",-112.267662,34.629015,211033,1,1 
"04012","04","00600","AZ","La Paz AZ","Mohave & La Paz Counties--Lake Havasu City",-114.172246,33.908362,20489,1,0.092847 
"04015","04","00600","AZ","Mohave AZ","Mohave & La Paz Counties--Lake Havasu City",-114.248147,35.069679,200186,1,0.907153 
"04027","04","00700","AZ","Yuma AZ","Yuma County--Yuma City",-114.598603,32.650041,195751,1,1 
"04007","04","00800","AZ","Gila AZ","Gila, Graham, Greenlee & Pinal (East) Counties",-111.008927,33.82356,53597,1,0.486741 
"04009","04","00800","AZ","Graham AZ","Gila, Graham, Greenlee & Pinal (East) Counties",-109.812486,32.86733,37220,1,0.338013 
"04011","04","00800","AZ","Greenlee AZ","Gila, Graham, Greenlee & Pinal (East) Counties",-109.248825,32.970403,8437,1,0.076621 
"04021","04","00800","AZ","Pinal AZ","Gila, Graham, Greenlee & Pinal (East) Counties",-110.823729,32.914133,10860,0.028901,0.098625 
"04021","04","00803","AZ","Pinal AZ","Pinal County (North)--Apache Junction City",-111.534314,33.296039,123512,0.32869,1 
"04021","04","00805","AZ","Pinal AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",-111.424528,32.951904,114145,0.303763,1 
"04021","04","00807","AZ","Pinal AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",-111.853415,32.940703,127253,0.338646,1 
"04003","04","00900","AZ","Cochise AZ","Cochise & Santa Cruz Counties--Sierra Vista City",-110.063145,31.607358,131346,1,0.734737 
"04023","04","00900","AZ","Santa Cruz AZ","Cochise & Santa Cruz Counties--Sierra Vista City",-110.94318,31.434734,47420,1,0.265263 
"05007","05","00100","AR","Benton AR","Benton County",-94.230498,36.337348,221339,1,1 
"05143","05","00200","AR","Washington AR","Washington County",-94.172183,36.094275,203065,1,1 
"05005","05","00300","AR","Baxter AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-92.383941,36.332209,41513,1,0.268246 
"05009","05","00300","AR","Boone AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-93.099344,36.267872,36903,1,0.238458 
"05015","05","00300","AR","Carroll AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-93.570879,36.37307,27446,1,0.177349 
"05087","05","00300","AR","Madison AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-93.755289,36.06131,15717,1,0.101559 
"05089","05","00300","AR","Marion AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-92.663367,36.28457,16653,1,0.107607 
"05101","05","00300","AR","Newton AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-93.17046,35.984941,8330,1,0.053826 
"05129","05","00300","AR","Searcy AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",-92.659186,35.922829,8195,1,0.052954 
"05023","05","00400","AR","Cleburne AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-92.037459,35.510233,25970,1,0.191645 
"05049","05","00400","AR","Fulton AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-91.764909,36.376788,12245,1,0.090362 
"05063","05","00400","AR","Independence AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-91.607538,35.749802,36647,1,0.270436 
"05065","05","00400","AR","Izard AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-91.908434,36.120218,13696,1,0.101069 
"05135","05","00400","AR","Sharp AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-91.520123,36.178493,17264,1,0.127399 
"05137","05","00400","AR","Stone AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-92.137019,35.856705,12394,1,0.091461 
"05141","05","00400","AR","Van Buren AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",-92.421492,35.56784,17295,1,0.127628 
"05021","05","00500","AR","Clay AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-90.372462,36.370696,16083,1,0.089208 
"05031","05","00500","AR","Craighead AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-90.695396,35.839174,86730,0.899287,0.481066 
"05055","05","00500","AR","Greene AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-90.523,36.07312,42090,1,0.233461 
"05075","05","00500","AR","Lawrence AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-91.065751,36.070225,17415,1,0.096596 
"05121","05","00500","AR","Randolph AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",-90.988408,36.304758,17969,1,0.099669 
"05031","05","00600","AR","Craighead AR","Crittenden, Mississippi & Craighead (East) Counties",-90.436542,35.800066,9713,0.100712,0.090695 
"05035","05","00600","AR","Crittenden AR","Crittenden, Mississippi & Craighead (East) Counties",-90.217283,35.17736,50902,1,0.475297 
"05093","05","00600","AR","Mississippi AR","Crittenden, Mississippi & Craighead (East) Counties",-89.998969,35.84288,46480,1,0.434007 
"05037","05","00700","AR","Cross AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-90.775305,35.252833,17870,1,0.160931 
"05077","05","00700","AR","Lee AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-90.774494,34.785214,10424,1,0.093875 
"05095","05","00700","AR","Monroe AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-91.217999,34.777729,8149,1,0.073387 
"05107","05","00700","AR","Phillips AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-90.707768,34.529768,21757,1,0.195937 
"05111","05","00700","AR","Poinsett AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-90.557993,35.601911,24583,1,0.221387 
"05123","05","00700","AR","St. Francis AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",-90.770295,35.015313,28258,1,0.254483 
"05067","05","00800","AR","Jackson AR","White, Jackson, Prairie & Woodruff Counties",-91.24617,35.621102,17997,1,0.162065 
"05117","05","00800","AR","Prairie AR","White, Jackson, Prairie & Woodruff Counties",-91.536263,34.859178,8715,1,0.07848 
"05145","05","00800","AR","White AR","White, Jackson, Prairie & Woodruff Counties",-91.767302,35.243736,77076,1,0.694078 
"05147","05","00800","AR","Woodruff AR","White, Jackson, Prairie & Woodruff Counties",-91.252102,35.233191,7260,1,0.065377 
"05119","05","00900","AR","Pulaski AR","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",-92.262415,34.811913,197726,0.516595,1 
"05119","05","01000","AR","Pulaski AR","Pulaski County (Central)--Little Rock City",-92.364216,34.732904,185022,0.483404,1 
"05045","05","01100","AR","Faulkner AR","Faulkner & Lonoke Counties",-92.405343,35.104919,113237,1,0.623576 
"05085","05","01100","AR","Lonoke AR","Faulkner & Lonoke Counties",-91.970627,34.905178,68356,1,0.376424 
"05125","05","01200","AR","Saline AR","Saline County",-92.546179,34.593233,107118,1,1 
"05029","05","01300","AR","Conway AR","Pope, Johnson, Yell, Conway & Perry Counties",-92.704123,35.214487,21273,1,0.150662 
"05071","05","01300","AR","Johnson AR","Pope, Johnson, Yell, Conway & Perry Counties",-93.475531,35.475272,25540,1,0.180882 
"05105","05","01300","AR","Perry AR","Pope, Johnson, Yell, Conway & Perry Counties",-92.779252,34.999054,10445,1,0.073975 
"05115","05","01300","AR","Pope AR","Pope, Johnson, Yell, Conway & Perry Counties",-93.097238,35.309776,61754,1,0.437361 
